Symbol,Name
GS,"The Goldman Sachs Group, Inc."
CAT,Caterpillar Inc.
MSFT,Microsoft Corporation
AMGN,Amgen Inc.
HD,"The Home Depot, Inc."
SHW,Sherwin-Williams
MCD,McDonald's Corporation
AXP,American Express Company
V,Visa Inc.
JPM,JPMorgan Chase & Co.
TRV,"The Travelers Companies, Inc."
UNH,UnitedHealth Group Incorporated
AAPL,Apple Inc.
JNJ,Johnson & Johnson
IBM,International Business Machines Corporation
HON,Honeywell International Inc.
AMZN,"Amazon.com, Inc.amazon.com"
CVX,Chevron Corporation
BA,The Boeing Company
CRM,"Salesforce, Inc."
NVDA,Nvidia
MMM,3M Company
PG,The Procter & Gamble Company
WMT,Walmart Inc.
MRK,"Merck & Co., Inc."
DIS,The Walt Disney Company
CSCO,"Cisco Systems, Inc."
KO,The Coca-Cola Company
VZ,Verizon Communications Inc.
NKE,"Nike, Inc."
