Symbol,Name
NVDA,Nvidia
AAPL,Apple Inc.
MSFT,Microsoft
AMZN,Amazon
GOOGL,Alphabet Inc. (Class A)
AVGO,Broadcom Inc.
GOOG,Alphabet Inc. (Class C)
META,Meta Platforms
TSLA,"Tesla, Inc."
NFLX,Netflix
ASML,ASML Holding
COST,Costco
PLTR,Palantir Technologies
AMD,Advanced Micro Devices Inc.
CSCO,Cisco
AZN,AstraZeneca
MU,Micron Technology
TMUS,T-Mobile US
PEP,PepsiCo
ISRG,Intuitive Surgical
SHOP,Shopify
APP,Applovin Corp
AMAT,Applied Materials
LRCX,Lam Research
LIN,Linde plc
INTC,Intel
AMGN,Amgen
QCOM,Qualcomm
INTU,Intuit
PDD,PDD Holdings
BKNG,Booking Holdings
GILD,Gilead Sciences
KLAC,KLA Corporation
TXN,Texas Instruments
ARM,Arm Holdings
ADBE,Adobe Inc.
PANW,Palo Alto Networks
ADI,Analog Devices
CRWD,CrowdStrike
HON,Honeywell
CEG,Constellation Energy
VRTX,Vertex Pharmaceuticals
MELI,MercadoLibre
ADP,ADP
SBUX,Starbucks
CMCSA,Comcast
DASH,DoorDash
ORLY,O'Reilly Automotive
CDNS,Cadence Design Systems
REGN,Regeneron Pharmaceuticals
MAR,Marriott International
SNPS,Synopsys
MRVL,Marvell Technology
CTAS,Cintas
MDLZ,Mondelez International
MNST,Monster Beverage
ABNB,Airbnb
AEP,American Electric Power
CSX,CSX Corporation
ADSK,Autodesk
TRI,Thomson Reuters Corporation
IDXX,Idexx Laboratories
FTNT,Fortinet
WBD,Warner Bros. Discovery
PYPL,PayPal
ROST,Ross Stores
WDAY,"Workday, Inc."
DDOG,Datadog
PCAR,Paccar
EA,Electronic Arts
BKR,Baker Hughes
XEL,Xcel Energy
NXPI,NXP Semiconductors
MSTR,MicroStrategy Inc.
ROP,Roper Technologies
FAST,Fastenal
EXC,Exelon
TTWO,Take-Two Interactive
FANG,Diamondback Energy
AXON,Axon Enterprise Inc.
CCEP,Coca-Cola Europacific Partners
PAYX,Paychex
ZS,Zscaler
TEAM,Atlassian
KDP,Keurig Dr Pepper
CPRT,Copart
CTSH,Cognizant
GEHC,GE HealthCare
VRSK,Verisk
KHC,Kraft Heinz
CSGP,CoStar Group
MCHP,Microchip Technology
ODFL,Old Dominion Freight Line
BIIB,Biogen
CHTR,Charter Communications
DXCM,DexCom
LULU,Lululemon Athletica
ON,Onsemi
GFS,GlobalFoundries
TTD,Trade Desk (The)
CDW,CDW Corporation
