Symbol,Name
NVDA,Nvidia
AAPL,Apple Inc.
MSFT,Microsoft
AMZN,Amazon
GOOGL,Alphabet Inc. (Class A)
GOOG,Alphabet Inc. (Class C)
META,Meta Platforms
TSLA,"Tesla, Inc."
AVGO,Broadcom Inc.
WMT,Walmart
ASML,ASML Holding
MU,Micron Technology
COST,Costco
AMD,Advanced Micro Devices Inc.
NFLX,Netflix
PLTR,Palantir Technologies
CSCO,Cisco
LRCX,Lam Research
AMAT,Applied Materials
INTC,Intel
TMUS,T-Mobile US
LIN,Linde plc
PEP,PepsiCo
TXN,Texas Instruments
KLAC,KLA Corporation
AMGN,Amgen
ISRG,Intuitive Surgical
GILD,Gilead Sciences
SHOP,Shopify
QCOM,Qualcomm
BKNG,Booking Holdings
APP,Applovin Corp
ADI,Analog Devices
HON,Honeywell
PDD,PDD Holdings
INTU,Intuit
PANW,Palo Alto Networks
ADBE,Adobe Inc.
VRTX,Vertex Pharmaceuticals
ARM,Arm Holdings
CRWD,CrowdStrike
MELI,MercadoLibre
CMCSA,Comcast
SBUX,Starbucks
CEG,Constellation Energy
ADP,ADP
SNPS,Synopsys
STX,Seagate Technology Holdings
DASH,DoorDash
WDC,Western Digital
MAR,Marriott International
ORLY,O'Reilly Automotive
CDNS,Cadence Design Systems
MNST,Monster Beverage
ABNB,Airbnb
REGN,Regeneron Pharmaceuticals
CTAS,Cintas
MDLZ,Mondelez International
CSX,CSX Corporation
WBD,Warner Bros. Discovery
MRVL,Marvell Technology
PCAR,Paccar
AEP,American Electric Power
ROST,Ross Stores
FTNT,Fortinet
NXPI,NXP Semiconductors
BKR,Baker Hughes
MPWR,Monolithic Power Systems
ADSK,Autodesk
IDXX,Idexx Laboratories
EA,Electronic Arts
FAST,Fastenal
PYPL,PayPal
TRI,Thomson Reuters Corporation
FER,Ferrovial SE
FANG,Diamondback Energy
WDAY,"Workday, Inc."
DDOG,Datadog
EXC,Exelon
XEL,Xcel Energy
ALNY,Alnylam Pharmaceuticals
MSTR,MicroStrategy Inc.
CCEP,Coca-Cola Europacific Partners
MCHP,Microchip Technology
TTWO,Take-Two Interactive
CTSH,Cognizant
ROP,Roper Technologies
CPRT,Copart
AXON,Axon Enterprise Inc.
KDP,Keurig Dr Pepper
PAYX,Paychex
ODFL,Old Dominion Freight Line
GEHC,GE HealthCare
INSM,Insmed Incorporated
ZS,Zscaler
TEAM,Atlassian
VRSK,Verisk
DXCM,DexCom
KHC,Kraft Heinz
CHTR,Charter Communications
CSGP,CoStar Group
