Symbol,Name
NVDA,Nvidia
AAPL,Apple Inc.
MSFT,Microsoft
AMZN,Amazon
GOOGL,Alphabet Inc. (Class A)
GOOG,Alphabet Inc. (Class C)
AVGO,Broadcom Inc.
META,Meta Platforms
TSLA,"Tesla, Inc."
WMT,Walmart
ASML,ASML Holding
COST,Costco
NFLX,Netflix
MU,Micron Technology
PLTR,Palantir Technologies
AMD,Advanced Micro Devices Inc.
CSCO,Cisco
AMAT,Applied Materials
LRCX,Lam Research
TMUS,T-Mobile US
LIN,Linde plc
INTC,Intel
PEP,PepsiCo
KLAC,KLA Corporation
AMGN,Amgen
TXN,Texas Instruments
GILD,Gilead Sciences
ISRG,Intuitive Surgical
ARM,Arm Holdings
SHOP,Shopify
ADI,Analog Devices
PDD,PDD Holdings
HON,Honeywell
QCOM,Qualcomm
APP,Applovin Corp
BKNG,Booking Holdings
PANW,Palo Alto Networks
INTU,Intuit
VRTX,Vertex Pharmaceuticals
SBUX,Starbucks
CMCSA,Comcast
CEG,Constellation Energy
CRWD,CrowdStrike
ADBE,Adobe Inc.
WDC,Western Digital
STX,Seagate Technology Holdings
MRVL,Marvell Technology
MELI,MercadoLibre
MAR,Marriott International
ADP,ADP
REGN,Regeneron Pharmaceuticals
CDNS,Cadence Design Systems
SNPS,Synopsys
CSX,CSX Corporation
ORLY,O'Reilly Automotive
ABNB,Airbnb
MDLZ,Mondelez International
MNST,Monster Beverage
AEP,American Electric Power
ROST,Ross Stores
WBD,Warner Bros. Discovery
CTAS,Cintas
DASH,DoorDash
PCAR,Paccar
FTNT,Fortinet
BKR,Baker Hughes
MPWR,Monolithic Power Systems
FANG,Diamondback Energy
FAST,Fastenal
EA,Electronic Arts
ADSK,Autodesk
EXC,Exelon
NXPI,NXP Semiconductors
XEL,Xcel Energy
FER,Ferrovial SE
IDXX,Idexx Laboratories
ALNY,Alnylam Pharmaceuticals
MSTR,MicroStrategy Inc.
DDOG,Datadog
PYPL,PayPal
ODFL,Old Dominion Freight Line
CCEP,Coca-Cola Europacific Partners
TRI,Thomson Reuters Corporation
TTWO,Take-Two Interactive
ROP,Roper Technologies
KDP,Keurig Dr Pepper
INSM,Insmed Incorporated
MCHP,Microchip Technology
AXON,Axon Enterprise Inc.
WDAY,"Workday, Inc."
PAYX,Paychex
GEHC,GE HealthCare
CPRT,Copart
CTSH,Cognizant
CHTR,Charter Communications
KHC,Kraft Heinz
VRSK,Verisk
DXCM,DexCom
ZS,Zscaler
TEAM,Atlassian
CSGP,CoStar Group
