Symbol,Name
GS,"The Goldman Sachs Group, Inc."
MSFT,Microsoft Corporation
CAT,Caterpillar Inc.
HD,"The Home Depot, Inc."
SHW,Sherwin-Williams
V,Visa Inc.
AXP,American Express Company
MCD,McDonald's Corporation
UNH,UnitedHealth Group Incorporated
JPM,JPMorgan Chase & Co.
AMGN,Amgen Inc.
TRV,"The Travelers Companies, Inc."
CRM,"Salesforce, Inc."
IBM,International Business Machines Corporation
BA,The Boeing Company
AAPL,Apple Inc.
AMZN,"Amazon.com, Inc.amazon.com"
HON,Honeywell International Inc.
JNJ,Johnson & Johnson
NVDA,Nvidia
CVX,Chevron Corporation
PG,The Procter & Gamble Company
MMM,3M Company
DIS,The Walt Disney Company
WMT,Walmart Inc.
MRK,"Merck & Co., Inc."
NKE,"Nike, Inc."
CSCO,"Cisco Systems, Inc."
KO,The Coca-Cola Company
VZ,Verizon Communications Inc.
