Symbol,Name
NVDA,Nvidia
MSFT,Microsoft
AAPL,Apple Inc.
AMZN,Amazon
META,Meta Platforms
AVGO,Broadcom Inc.
GOOGL,Alphabet Inc. (Class A)
GOOG,Alphabet Inc. (Class C)
TSLA,"Tesla, Inc."
NFLX,Netflix
COST,Costco
PLTR,Palantir Technologies
ASML,ASML Holding
TMUS,T-Mobile US
CSCO,Cisco
AMD,Advanced Micro Devices Inc.
AZN,AstraZeneca
LIN,Linde plc
PEP,PepsiCo
INTU,Intuit
TXN,Texas Instruments
SHOP,Shopify
BKNG,Booking Holdings
QCOM,Qualcomm
PDD,PDD Holdings
ISRG,Intuitive Surgical
APP,Applovin Corp
AMGN,Amgen
ADBE,Adobe Inc.
ARM,Arm Holdings
GILD,Gilead Sciences
HON,Honeywell
MU,Micron Technology
AMAT,Applied Materials
PANW,Palo Alto Networks
LRCX,Lam Research
CMCSA,Comcast
MELI,MercadoLibre
ADI,Analog Devices
ADP,ADP
KLAC,KLA Corporation
SNPS,Synopsys
INTC,Intel
CRWD,CrowdStrike
DASH,DoorDash
VRTX,Vertex Pharmaceuticals
SBUX,Starbucks
CEG,Constellation Energy
CDNS,Cadence Design Systems
MSTR,MicroStrategy Inc.
ORLY,O'Reilly Automotive
CTAS,Cintas
TRI,Thomson Reuters
ABNB,Airbnb
MDLZ,Mondelez International
MAR,Marriott International
ADSK,Autodesk
PYPL,PayPal
WDAY,"Workday, Inc."
REGN,Regeneron Pharmaceuticals
MNST,Monster Beverage
CSX,CSX Corporation
FTNT,Fortinet
AEP,American Electric Power
NXPI,NXP Semiconductors
AXON,Axon Enterprise Inc.
FAST,Fastenal
ROP,Roper Technologies
MRVL,Marvell Technology
PCAR,Paccar
IDXX,Idexx Laboratories
PAYX,Paychex
ROST,Ross Stores
DDOG,Datadog
CPRT,Copart
TEAM,Atlassian
BKR,Baker Hughes
EXC,Exelon
ZS,Zscaler
FANG,Diamondback Energy
TTWO,Take-Two Interactive
EA,Electronic Arts
XEL,Xcel Energy
CCEP,Coca-Cola Europacific Partners
KDP,Keurig Dr Pepper
CSGP,CoStar Group
VRSK,Verisk
CHTR,Charter Communications
CTSH,Cognizant
MCHP,Microchip Technology
GEHC,GE HealthCare
KHC,Kraft Heinz
ODFL,Old Dominion Freight Line
DXCM,DexCom
WBD,Warner Bros. Discovery
TTD,Trade Desk (The)
LULU,Lululemon Athletica
CDW,CDW Corporation
ON,Onsemi
BIIB,Biogen
GFS,GlobalFoundries
