Symbol,Name
GS,"The Goldman Sachs Group, Inc."
CAT,Caterpillar Inc.
MSFT,Microsoft Corporation
AMGN,Amgen Inc.
HD,"The Home Depot, Inc."
SHW,Sherwin-Williams
MCD,McDonald's Corporation
V,Visa Inc.
AXP,American Express Company
TRV,"The Travelers Companies, Inc."
JPM,JPMorgan Chase & Co.
UNH,UnitedHealth Group Incorporated
AAPL,Apple Inc.
JNJ,Johnson & Johnson
HON,Honeywell International Inc.
IBM,International Business Machines Corporation
BA,The Boeing Company
AMZN,"Amazon.com, Inc.amazon.com"
CRM,"Salesforce, Inc."
CVX,Chevron Corporation
NVDA,Nvidia
PG,The Procter & Gamble Company
MMM,3M Company
WMT,Walmart Inc.
MRK,"Merck & Co., Inc."
DIS,The Walt Disney Company
KO,The Coca-Cola Company
CSCO,"Cisco Systems, Inc."
NKE,"Nike, Inc."
VZ,Verizon Communications Inc.
