Symbol,Name
000001.SZ,平安银行
000002.SZ,万  科Ａ
000009.SZ,中国宝安
000021.SZ,深科技
000027.SZ,深圳能源
000028.SZ,国药一致
000032.SZ,深桑达Ａ
000034.SZ,神州数码
000035.SZ,中国天楹
000039.SZ,中集集团
000050.SZ,深天马Ａ
000060.SZ,中金岭南
000062.SZ,深圳华强
000063.SZ,中兴通讯
000066.SZ,中国长城
000069.SZ,华侨城Ａ
000088.SZ,盐 田 港
000089.SZ,深圳机场
000099.SZ,中信海直
000100.SZ,TCL科技
000155.SZ,川能动力
000156.SZ,华数传媒
000157.SZ,中联重科
000166.SZ,申万宏源
000301.SZ,东方盛虹
000333.SZ,美的集团
000338.SZ,潍柴动力
000400.SZ,许继电气
000401.SZ,金隅冀东
000403.SZ,派林生物
000408.SZ,藏格矿业
000415.SZ,渤海租赁
000422.SZ,湖北宜化
000423.SZ,东阿阿胶
000425.SZ,徐工机械
000426.SZ,兴业银锡
000429.SZ,粤高速Ａ
000513.SZ,丽珠集团
000519.SZ,中兵红箭
000528.SZ,柳    工
000537.SZ,中绿电
000538.SZ,云南白药
000539.SZ,粤电力Ａ
000543.SZ,皖能电力
000547.SZ,航天发展
000552.SZ,甘肃能化
000555.SZ,神州信息
000559.SZ,万向钱潮
000563.SZ,陕国投Ａ
000567.SZ,海德股份
000568.SZ,泸州老窖
000581.SZ,威孚高科
000582.SZ,北部湾港
000591.SZ,太阳能
000596.SZ,古井贡酒
000598.SZ,兴蓉环境
000617.SZ,中油资本
000623.SZ,吉林敖东
000625.SZ,长安汽车
000628.SZ,高新发展
000629.SZ,钒钛股份
000630.SZ,铜陵有色
000636.SZ,风华高科
000651.SZ,格力电器
000657.SZ,中钨高新
000661.SZ,长春高新
000682.SZ,东方电子
000683.SZ,博源化工
000686.SZ,东北证券
000688.SZ,国城矿业
000703.SZ,恒逸石化
000708.SZ,中信特钢
000709.SZ,河钢股份
000723.SZ,美锦能源
000725.SZ,京东方Ａ
000728.SZ,国元证券
000729.SZ,燕京啤酒
000733.SZ,振华科技
000737.SZ,北方铜业
000738.SZ,航发控制
000739.SZ,普洛药业
000750.SZ,国海证券
000762.SZ,西藏矿业
000766.SZ,通化金马
000768.SZ,中航西飞
000776.SZ,广发证券
000778.SZ,新兴铸管
000783.SZ,长江证券
000785.SZ,居然智家
000786.SZ,北新建材
000791.SZ,甘肃能源
000792.SZ,盐湖股份
000799.SZ,酒鬼酒
000800.SZ,一汽解放
000801.SZ,四川九洲
000807.SZ,云铝股份
000810.SZ,创维数字
000818.SZ,航锦科技
000825.SZ,太钢不锈
000830.SZ,鲁西化工
000831.SZ,中国稀土
000858.SZ,五 粮 液
000875.SZ,吉电股份
000876.SZ,新 希 望
000877.SZ,天山股份
000878.SZ,云南铜业
000883.SZ,湖北能源
000887.SZ,中鼎股份
000893.SZ,亚钾国际
000895.SZ,双汇发展
000898.SZ,鞍钢股份
000902.SZ,新洋丰
000921.SZ,海信家电
000927.SZ,中国铁物
000932.SZ,华菱钢铁
000933.SZ,神火股份
000935.SZ,四川双马
000937.SZ,冀中能源
000938.SZ,紫光股份
000951.SZ,中国重汽
000958.SZ,电投产融
000959.SZ,首钢股份
000960.SZ,锡业股份
000963.SZ,华东医药
000966.SZ,长源电力
000967.SZ,盈峰环境
000970.SZ,中科三环
000975.SZ,山金国际
000977.SZ,浪潮信息
000983.SZ,山西焦煤
000987.SZ,越秀资本
000988.SZ,华工科技
000997.SZ,新 大 陆
000998.SZ,隆平高科
000999.SZ,华润三九
001203.SZ,大中矿业
001213.SZ,中铁特货
001227.SZ,兰州银行
001286.SZ,陕西能源
001287.SZ,中电港
001289.SZ,龙源电力
001308.SZ,康冠科技
001389.SZ,广合科技
001696.SZ,宗申动力
001872.SZ,招商港口
001914.SZ,招商积余
001965.SZ,招商公路
001979.SZ,招商蛇口
002001.SZ,新 和 成
002003.SZ,伟星股份
002007.SZ,华兰生物
002008.SZ,大族激光
002010.SZ,传化智联
002015.SZ,协鑫能科
002019.SZ,亿帆医药
002025.SZ,航天电器
002027.SZ,分众传媒
002028.SZ,思源电气
002032.SZ,苏 泊 尔
002044.SZ,美年健康
002048.SZ,宁波华翔
002049.SZ,紫光国微
002050.SZ,三花智控
002056.SZ,横店东磁
002060.SZ,广东建工
002064.SZ,华峰化学
002065.SZ,东华软件
002074.SZ,国轩高科
002078.SZ,太阳纸业
002080.SZ,中材科技
002085.SZ,万丰奥威
002091.SZ,江苏国泰
002096.SZ,易普力
002120.SZ,韵达股份
002126.SZ,银轮股份
002128.SZ,电投能源
002129.SZ,TCL中环
002131.SZ,利欧股份
002138.SZ,顺络电子
002139.SZ,拓邦股份
002142.SZ,宁波银行
002145.SZ,中核钛白
002151.SZ,北斗星通
002152.SZ,广电运通
002153.SZ,石基信息
002155.SZ,湖南黄金
002156.SZ,通富微电
002157.SZ,正邦科技
002176.SZ,江特电机
002179.SZ,中航光电
002180.SZ,纳思达
002183.SZ,怡 亚 通
002185.SZ,华天科技
002195.SZ,岩山科技
002202.SZ,金风科技
002203.SZ,海亮股份
002221.SZ,东华能源
002222.SZ,福晶科技
002223.SZ,鱼跃医疗
002230.SZ,科大讯飞
002236.SZ,大华股份
002237.SZ,恒邦股份
002240.SZ,盛新锂能
002241.SZ,歌尔股份
002244.SZ,滨江集团
002245.SZ,蔚蓝锂芯
002249.SZ,大洋电机
002252.SZ,上海莱士
002262.SZ,恩华药业
002265.SZ,建设工业
002266.SZ,浙富控股
002268.SZ,电科网安
002270.SZ,华明装备
002271.SZ,东方雨虹
002273.SZ,水晶光电
002281.SZ,光迅科技
002294.SZ,信立泰
002299.SZ,圣农发展
002304.SZ,洋河股份
002311.SZ,海大集团
002312.SZ,川发龙蟒
002318.SZ,久立特材
002320.SZ,海峡股份
002335.SZ,科华数据
002340.SZ,格林美
002352.SZ,顺丰控股
002353.SZ,杰瑞股份
002368.SZ,太极股份
002371.SZ,北方华创
002372.SZ,伟星新材
002373.SZ,千方科技
002384.SZ,东山精密
002385.SZ,大北农
002389.SZ,航天彩虹
002402.SZ,和而泰
002405.SZ,四维图新
002407.SZ,多氟多
002408.SZ,齐翔腾达
002409.SZ,雅克科技
002410.SZ,广联达
002414.SZ,高德红外
002415.SZ,海康威视
002416.SZ,爱施德
002422.SZ,科伦药业
002423.SZ,中粮资本
002429.SZ,兆驰股份
002430.SZ,杭氧股份
002432.SZ,九安医疗
002436.SZ,兴森科技
002439.SZ,启明星辰
002444.SZ,巨星科技
002456.SZ,欧菲光
002459.SZ,晶澳科技
002460.SZ,赣锋锂业
002461.SZ,珠江啤酒
002463.SZ,沪电股份
002465.SZ,海格通信
002466.SZ,天齐锂业
002468.SZ,申通快递
002472.SZ,双环传动
002475.SZ,立讯精密
002484.SZ,江海股份
002487.SZ,大金重工
002493.SZ,荣盛石化
002497.SZ,雅化集团
002498.SZ,汉缆股份
002500.SZ,山西证券
002506.SZ,协鑫集成
002507.SZ,涪陵榨菜
002508.SZ,老板电器
002517.SZ,恺英网络
002518.SZ,科士达
002531.SZ,天顺风能
002532.SZ,天山铝业
002541.SZ,鸿路钢构
002544.SZ,普天科技
002555.SZ,三七互娱
002557.SZ,洽洽食品
002558.SZ,巨人网络
002563.SZ,森马服饰
002568.SZ,百润股份
002572.SZ,索菲亚
002594.SZ,比亚迪
002595.SZ,豪迈科技
002597.SZ,金禾实业
002600.SZ,领益智造
002601.SZ,龙佰集团
002603.SZ,以岭药业
002607.SZ,中公教育
002608.SZ,江苏国信
002617.SZ,露笑科技
002624.SZ,完美世界
002625.SZ,光启技术
002648.SZ,卫星化学
002653.SZ,海思科
002670.SZ,国盛金控
002673.SZ,西部证券
002675.SZ,东诚药业
002683.SZ,广东宏大
002690.SZ,美亚光电
002698.SZ,博实股份
002701.SZ,奥瑞金
002705.SZ,新宝股份
002709.SZ,天赐材料
